Country_Name,Country_Code,Indicator_Name,Indicator_Code,Region_name,Region_Code,yr_1970,yr_1971,yr_1972,yr_1973,yr_1974,yr_1975,yr_1976,yr_1977,yr_1978,yr_1979,yr_1980,yr_1981,yr_1982,yr_1983,yr_1984,yr_1985,yr_1986,yr_1987,yr_1988,yr_1989,yr_1990,yr_1991,yr_1992,yr_1993,yr_1994,yr_1995,yr_1996,yr_1997,yr_1998,yr_1999,yr_2000,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2020,yr_2025,yr_2030,yr_2035,yr_2040,yr_2045,yr_2050,yr_2055,yr_2060,yr_2065,yr_2070,yr_2075,yr_2080,yr_2085,yr_2090,yr_2095,yr_2100
Aruba,ABW,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5374,,,,,,,,,,96.94053,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,South Asia,SAS,,,,,,,,,,30.3077507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4171,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91987,,,,,,,,,,,,,79.97415,,,,,,,,,,,,,,,,,,,,
Albania,ALB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.18761,,,,,,,97.3062,,,98.00816,98.35261,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,67.25567627,67.25567627,67.25567627,67.25567627,67.25567627,67.25567627,67.25567627,67.25567627,67.25567627,67.25567627,76.31770325,76.31770325,76.31770325,76.31770325,76.31770325,76.31770325,76.31770325,76.31770325,76.31770325,76.31770325,84.73272705,84.73272705,84.73272705,84.73272705,84.73272705,84.73272705,84.73272705,84.73272705,84.73272705,84.73272705,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,58.3861084,,,,,,,,,,72.27427673,,,,,,,,,,,,,,,,,,,,89.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,94.26338959,,,,,,,,,,,96.2212677,,,,,,,,,,97.1932,,,,,,,,,,,,,,98.04,,,,,,,,,,,,,,,,,,,
Armenia,ARM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,99.40384674,,,,,,,,,,,,99.67223,,,,,,,,,,99.80608,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,97.46996307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.47242,,,,,,,,99.824,,99.84267,99.85444,99.85666,99.85285,99.86592,99.86201,99.86263,99.86405,,,,,,,,,,,,,,,,,,
Burundi,BDI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,34.26271057,,,,,,,,,,,48.23625183,,,,,,,,,,67.30693,,,,,,,,53.12839,,,,,,69.69251,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,25.19005966,,,,,,,,,,,,,39.90333939,,,,,,,,,,47.86596,,,,40.61617,,,,,,44.96026,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,14.52849007,,,,,,,,,,,,,,,,19.62612915,,,,,18.51778984,,,,,,,29.362,,31.44193,29.71436,36.68067,,,,,,,44.37945,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,South Asia,SAS,,,,,,,,,,,,39.7322998,,,,,,,,,,44.31428146,,,,,,,,,,53.89609,,,,,,49.83233,,,,47.44985,,,,,75.61885,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7366,,,,,,,,,,98.74723,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,76.51837158,,,,,,,,,,88.53736877,,,,,,,,,,88.55411,,,,,,,,,96.14023,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,95.92984009,,,,,,,,,99.03371,,,,,,,,,,,99.54133,,99.17628,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,99.38417816,,,,,,,,,,99.79211,,,,,,,,,,99.76369,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,70.26876831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,75.84288788,,,,,,,,,,,,,,,,88.15558624,,,,,,,,,93.05747,,,,,,96.03626,94.95543,95.80364,,96.60105,97.10705,,,96.52275,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,76.37735748,,,,,,,,,,,,,,,,,,,,86.22798,,,,88.40946,,89.35324,89.77214,89.83787,90.17484,90.05618,91.16898,91.02567,91.17796,91.36677,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,99.28723145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,85.17774963,,,,,,,,,,92.45218658,,,,,,,,,,95.15042,,,,,,,,,,97.42816,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04778,,,,,,,66.00306,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,65.38694,,,,,,,,,,,,80.43011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,29.5929203,,,,,,,,,,,,,48.02030182,,,,,,,,,,,,66.78953,,,,,,,,,,50.71271,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,91.48053741,,,,,,,,,,94.5630722,,,,,,,,,,95.79641,,,,,,98.60164,98.6072,,96.89878,,96.38801,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,79.19178009,,,,,,,,87.02497864,,,,,,,,,,95.13525,,,,,,,,,,97.47946,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,44.36354065,,,,,,,,,,43.94641876,,60.86066,,,,,,,,,,,,51.59267,,50.7019,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,54.62984848,,,,,,,,,,,,,,,,,,,,,,,,79.19452,,,,,,,78.94996,,,78.32769,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92324,,,,,,76.91569,,,,,87.90839,,,,88.52469,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43431,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,90.97265625,,,91.0891037,,,,,,,,92.90412,92.77795,92.3928,92.4297,93.31688,93.06254,93.25019,93.48826,,,93.8674,94.06317,,,,,,,,,,,,,,,,,,,
Comoros,COM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,55.97703934,,,,,,,,,,,,,,,,,,,,74.51404,,,,,,,,,,,,56.4798,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,74.75926971,,,,,,,,,,,,,,,,,,,,,,90.4745,,,91.69144,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,92.68213654,,,,,,,,,,,,,,,,94.65018,,,,,,,,,,,97.30633,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.80731,,,,,,,,,,99.70606,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72239,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,97.83058929,,,,,,,,,98.63104,,,,,,,,,,99.28615,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,73.59024811,,,,,,,,,,,,,,,,,,,,,86.81102,,,,,88.21015,,,89.37704,89.98501,90.08482,90.45813,91.3716,91.65071,,,,,,,,,,,,,,,,,,,
Algeria,DZA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,63.37742996,,,,,,,,,,,,,,,79.18669,,,,81.28404,,82.61584,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,87.80076599,87.80076599,87.80076599,87.80076599,87.80076599,87.80076599,87.80076599,87.80076599,87.80076599,87.80076599,94.62464905,94.62464905,94.62464905,94.62464905,94.62464905,94.62464905,94.62464905,94.62464905,94.62464905,94.62464905,96.91535187,96.91535187,96.91535187,96.91535187,96.91535187,96.91535187,96.91535187,96.91535187,96.91535187,96.91535187,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,89.15545654,89.15545654,89.15545654,89.15545654,89.15545654,89.15545654,89.15545654,89.15545654,89.15545654,89.15545654,95.10453033,95.10453033,95.10453033,95.10453033,95.10453033,95.10453033,95.10453033,95.10453033,95.10453033,95.10453033,97.12260437,97.12260437,97.12260437,97.12260437,97.12260437,97.12260437,97.12260437,97.12260437,97.12260437,97.12260437,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,98.04206085,98.04206085,98.04206085,98.04206085,98.04206085,98.04206085,98.04206085,98.04206085,98.04206085,98.04206085,98.81185913,98.81185913,98.81185913,98.81185913,98.81185913,98.81185913,98.81185913,98.81185913,98.81185913,98.81185913,99.45072937,99.45072937,99.45072937,99.45072937,99.45072937,99.45072937,99.45072937,99.45072937,99.45072937,99.45072937,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,98.59207153,98.59207153,98.59207153,98.59207153,98.59207153,98.59207153,98.59207153,98.59207153,98.59207153,98.59207153,99.014534,99.014534,99.014534,99.014534,99.014534,99.014534,99.014534,99.014534,99.014534,99.014534,99.39486694,99.39486694,99.39486694,99.39486694,99.39486694,99.39486694,99.39486694,99.39486694,99.39486694,99.39486694,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,86.78697205,,,,,,,,90.49677277,,,,,,,,,,,92.32713,,,,,,87.25936,,87.11865,93.31687,93.05252,93.25424,94.42573,95.25717,95.72622,95.44502,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,53.6151886,,,,,,,,,,56.97615814,,,,,,,,,,67.15177917,,,,,,,,,83.01752,74.6218,,,,80.26865,,81.67922,82.63334,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39012,,,,,,75.07241,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,95.8975296,,,,,,,,,,98.03549194,,,,,,,,,,,,,98.14391,98.61747,,98.63346,98.4023,98.46194,98.52571,98.53619,98.60653,98.74875,98.73127,98.77089,98.83597,,,,,,,,,,,,,,,,,,
Estonia,EST,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,99.87597656,,,,,,,,,,,99.77595,,,,,,,,,,,99.85898,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,35.98254013,,,,,,,,,,50,41.93662,,49.13466,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,79.44418335,,,,,,,,,,,,,,,,,,,84.8733,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76898,,,,,,,,,,,,99.66821,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.35128,,,,,,,,,,78.34891,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,32.89533997,,,,,,,42.90316,,,,,,,36.78979,,,,43.64009,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.98115,,,,,,,,,,,,,51.41804,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,33.34894943,,,,,,,,,,,,,,,,,,,,,57.61375,,,,,,,,,,,,,,62.15797,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.84261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,96.063797,,,,,,,,,,96.03746033,,,,,,,,,,97.81122,,,,95.45006,,96.15757,,96.06622,,98.07834,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,98.04715729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,71.70639038,,,,,,,,75.41558,,,,,,,,,,84.84873,82.72068,86.75616,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,96.38265991,,,,,,,,,,99.41710663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.43656,,,,,86.31438,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
